id_poursuite,business_id,date,description,adresse,date_jugement,etablissement,montant,proprietaire,ville,statut,date_statut,categorie,gps
5478,46298,20180605,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6040 Boul. des Grandes-Prairies, St-Léonard, Québec",20200220,FRESCO RESTAURANT BAR GRILL,1100,9051-5487 QUEBEC INC.,St-Léonard,Ouvert,19930120,Restaurant,"45.6009589,-73.6090569"
4219,7047,20170321,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5849 Rue Sherbrooke Est, Montréal, Québec",20170424,CHEZ O,250,9116-4541 QUEBEC INC.,Montréal,Ouvert,20040414,Restaurant,"45.575601,-73.5478864"
7858,68055,20200722,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","430 28e Av., Lachine, Québec",20211210,RESTAURANT MC DONALD,1000,LES RESTAURANTS NORMAND RENAUD INC.,Lachine,Fermé changement d'exploitant,20220121,Restaurant service rapide,"45.4365254,-73.6878522"
3216,13280,20160223,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","1060 Rue Notre-Dame, Lachine, Québec",20170526,MARCHE KELLI,600,PHILIPOSE SARAMA JOSEPH,Lachine,Ouvert,20091103,Épicerie,"45.4350633,-73.6731758"
3477,6903,20160708,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","2520 Rue du Centre, Montréal, Québec",20170421,RESTAURANT BOMBAY TANDOORI,850,SOHEL AHMED RAHMAN,Montréal,Fermé,20180420,Restaurant,"45.4788452,-73.5684642"
2995,6903,20151202,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","2520 Rue du Centre, Montréal, Québec",20170216,RESTAURANT BOMBAY TANDOORI,975,SOHEL AHMED RAHMAN,Montréal,Fermé,20180420,Restaurant,"45.4788452,-73.5684642"
1135,17705,20110407,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5195 Rue Paré, Montréal, Québec",20120125,PUSHAP,2000,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
1744,17705,20130531,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5195 Rue Paré, Montréal, Québec",20141118,PUSHAP,2000,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
1542,17705,20121029,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5195 Rue Paré, Montréal, Québec",20140512,PUSHAP,1800,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
1865,17705,20131003,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5195 Rue Paré, Montréal, Québec",20141118,PUSHAP,2300,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
4766,17705,20170906,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","5195 Rue Paré, Montréal, Québec",20190321,PUSHAP,2500,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
9248,17705,20230526,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"5195 Rue Paré, Montréal, Québec",20240226,PUSHAP,1000,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
7328,17705,20191114,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","5195 Rue Paré, Montréal, Québec",20210518,PUSHAP,1800,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
1543,17705,20121029,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","5195 Rue Paré, Montréal, Québec",20140512,PUSHAP,800,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
1136,17705,20110407,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","5195 Rue Paré, Montréal, Québec",20120125,PUSHAP,500,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
9961,17705,20240509,"Il est interdit dans un établissement de distribuer sur place, pour emporter ou par livraison, les articles à usage unique suivants: barquette #6, Assiette #6, Contenant et couvercle #6, Couvercle de tasse ou verre #6, Tasse ou verre, Bâtonnet, Paille, Ustensile #1, #2, ,3, #4, #5, #6.","5195 Rue Paré, Montréal, Québec",20250213,PUSHAP,400,PUSHAP PATISSERIE ET RESTAURANT INC.,Montréal,Ouvert,19930122,Restaurant,"45.4976536,-73.6538173"
2692,17057,20150521,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","233 Rue Notre-Dame Ouest, Montréal, Québec",20151216,RESTAURANT DA FRANCO,2000,RESTAURANT DA FRANCO INC.,Montréal,Fermé,20161017,Restaurant,"45.5034723,-73.557964"
9073,13246,20230213,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","1227A Av. du Mont-Royal Est, Montréal, Québec",20230324,RESTAURANT JAIPUR TANDORI,1000,9213-0517 QUEBEC INC.,Montréal,Fermé,20240704,Restaurant,"45.5348644,-73.5727345"
9716,13246,20240208,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1227A Av. du Mont-Royal Est, Montréal, Québec",20250326,RESTAURANT JAIPUR TANDORI,1900,9213-0517 QUEBEC INC.,Montréal,Fermé,20240704,Restaurant,"45.5348644,-73.5727345"
9052,13246,20230213,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1227A Av. du Mont-Royal Est, Montréal, Québec",20240126,RESTAURANT JAIPUR TANDORI,1200,9213-0517 QUEBEC INC.,Montréal,Fermé,20240704,Restaurant,"45.5348644,-73.5727345"
5031,13246,20171115,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","1227A Av. du Mont-Royal Est, Montréal, Québec",20171204,RESTAURANT JAIPUR TANDORI,250,9213-0517 QUEBEC INC.,Montréal,Fermé,20240704,Restaurant,"45.5348644,-73.5727345"
4596,13411,20170712,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1015 Rue Décarie, St-Laurent, Québec",20190910,MARCHE YASMINE ET FRERES INC.,700,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
5615,13411,20180711,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1015 Rue Décarie, St-Laurent, Québec",20210312,MARCHE YASMINE ET FRERES INC.,850,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
6943,13411,20190506,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1015 Rue Décarie, St-Laurent, Québec",20210412,MARCHE YASMINE ET FRERES INC.,1800,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
1326,13411,20120214,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"1015 Rue Décarie, St-Laurent, Québec",20130325,MARCHE YASMINE ET FRERES INC.,1500,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
2434,13411,20141110,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"1015 Rue Décarie, St-Laurent, Québec",20150715,MARCHE YASMINE ET FRERES INC.,2500,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
4595,13411,20170712,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"1015 Rue Décarie, St-Laurent, Québec",20190910,MARCHE YASMINE ET FRERES INC.,2700,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
4629,13411,20170830,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"1015 Rue Décarie, St-Laurent, Québec",20190910,MARCHE YASMINE ET FRERES INC.,2800,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
10042,13411,20240717,"Il est interdit dans un établissement de distribuer sur place, pour emporter ou par livraison, les articles à usage unique suivants: barquette #6, Assiette #6, Contenant et couvercle #6, Couvercle de tasse ou verre #6, Tasse ou verre, Bâtonnet, Paille, Ustensile #1, #2, ,3, #4, #5, #6.","1015 Rue Décarie, St-Laurent, Québec",20250113,MARCHE YASMINE ET FRERES INC.,400,MARCHE YASMINE ET FRERES INC.,St-Laurent,Ouvert,20091211,Boucherie-épicerie,"45.5146937,-73.6826344"
1444,10603,20120813,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","24 Av. Westminster Nord, Montréal-Ouest, Québec",20130318,PATISSERIE DE LA GARE,1500,9209-8870 QUEBEC INC.,Montréal-Ouest,Fermé changement d'exploitant,20140129,Pâtisserie/Boulangerie,"45.4527022,-73.6451642"
1653,10603,20130222,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","24 Av. Westminster Nord, Montréal-Ouest, Québec",20140328,PATISSERIE DE LA GARE,250,9209-8870 QUEBEC INC.,Montréal-Ouest,Fermé changement d'exploitant,20140129,Pâtisserie/Boulangerie,"45.4527022,-73.6451642"
1654,10603,20130222,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","24 Av. Westminster Nord, Montréal-Ouest, Québec",20140328,PATISSERIE DE LA GARE,1700,9209-8870 QUEBEC INC.,Montréal-Ouest,Fermé changement d'exploitant,20140129,Pâtisserie/Boulangerie,"45.4527022,-73.6451642"
1738,13178,20130621,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20150324,MARCHE AL MIZAN,1000,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
3225,13178,20160308,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20171214,MARCHE AL MIZAN,1200,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
2439,13178,20141030,"Dans un local ou véhicule utilisé pour la préparation de produits; les portes, murs et plafonds doivent être lavables, lisses, non en état ou en voie de putréfaction et exempts d'aspérités ou d'écailles.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20160525,MARCHE AL MIZAN,750,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
1345,13178,20120413,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20121109,MARCHE AL MIZAN,1700,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
1739,13178,20130621,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20150324,MARCHE AL MIZAN,2500,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
2440,13178,20141030,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1695 Boul. De Maisonneuve Ouest, Montréal, Québec",20160525,MARCHE AL MIZAN,3000,9197-6167 QUEBEC INC.,Montréal,Fermé,20160504,Boucherie-épicerie,"45.4947429,-73.5805665"
1722,17670,20130508,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","6324 Av. Victoria, Montréal, Québec",20131204,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,2000,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
2228,17670,20140616,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","6324 Av. Victoria, Montréal, Québec",20151028,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,3000,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
6060,17670,20180917,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","6324 Av. Victoria, Montréal, Québec",20210312,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,3000,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
7482,17670,20200122,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","6324 Av. Victoria, Montréal, Québec",20211004,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,3000,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
1389,17670,20120619,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6324 Av. Victoria, Montréal, Québec",20121029,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,1800,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
7481,17670,20200122,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6324 Av. Victoria, Montréal, Québec",20211004,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,1800,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
8426,17670,20211004,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6324 Av. Victoria, Montréal, Québec",20230213,MARCHE VICTORIA ORIENTAL MONTREAL ENR.,2000,LAXMIBEN KISHOR PATEL,Montréal,Ouvert,19930126,Épicerie avec préparation,"45.4949205,-73.6392836"
6415,13243,20181114,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","5700 Rue Sherbrooke Ouest, Montréal, Québec",20210216,KHORASAN KABAB,1000,MARIA SHAHAD,Montréal,Fermé,20200127,Restaurant,"45.4705434,-73.615346"
6888,13243,20190629,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","5700 Rue Sherbrooke Ouest, Montréal, Québec",20210205,KHORASAN KABAB,250,MARIA SHAHAD,Montréal,Fermé,20200127,Restaurant,"45.4705434,-73.615346"
1117,13403,20110316,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","3930 Rue Jean-Talon Est, Montréal, Québec",20120918,BOUCHERIE ET GRILLADES SABRAH,2000,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
4359,13403,20170607,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"3930 Rue Jean-Talon Est, Montréal, Québec",20170711,BOUCHERIE ET GRILLADES SABRAH,250,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
1613,13403,20130218,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","3930 Rue Jean-Talon Est, Montréal, Québec",20140513,BOUCHERIE ET GRILLADES SABRAH,1500,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
1561,13403,20130103,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3930 Rue Jean-Talon Est, Montréal, Québec",20140513,BOUCHERIE ET GRILLADES SABRAH,1400,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
5008,13403,20171220,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","3930 Rue Jean-Talon Est, Montréal, Québec",20201109,BOUCHERIE ET GRILLADES SABRAH,2000,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
1118,13403,20110316,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","3930 Rue Jean-Talon Est, Montréal, Québec",20120918,BOUCHERIE ET GRILLADES SABRAH,500,BOUCHERIE ET GRILLADES SABRAH INC.,Montréal,Fermé changement d'exploitant,20220401,Boucherie-épicerie,"45.5656882,-73.5918482"
5660,12262,20180524,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","7500 Boul. des Galeries-d'Anjou, Local 65 #A, Anjou, Québec",20191028,PATISSERIE ROCOCO,1300,7143095 CANADA INC.,Anjou,Fermé,20190805,Pâtisserie/Boulangerie,
1469,12024,20120913,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","9220 Pl. Picasso, St-Léonard, Québec",20130904,PATISSERIE ROCOCO,1750,7143095 CANADA INC.,St-Léonard,Fermé,20170704,Pâtisserie/Boulangerie,"45.6032594,-73.6034898"
10311,4494,20241115,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","407 Rue McGill, Local S.100A, Montréal, Québec",20241120,HOLDER,1000,9117-4383 QUEBEC INC.,Montréal,Ouvert,20030425,Restaurant,
6883,4494,20190626,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","407 Rue McGill, Local S.100A, Montréal, Québec",20190704,HOLDER,250,9117-4383 QUEBEC INC.,Montréal,Ouvert,20030425,Restaurant,
1548,16029,20121108,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1420 Rue du Fort, Montréal, Québec",20140924,SUPERMARCHE P.A.,2000,3855155 CANADA INC.,Montréal,Ouvert,19931105,Supermarché,"45.4921602,-73.5821676"
3575,11942,20160818,Le produit périssable vendu chaud ou servi chaud au consommateur doit être gardé à une température interne d'au moins 60C jusqu'à sa livraison.,"7002 Rue Saint-Hubert, Montréal, Québec",20181018,RESTAURANT CHARROS,700,"MURILLO GARCIA, ORLANDO MURILLO",Montréal,Fermé,20250602,Restaurant,"45.5396022,-73.6111947"
1140,16102,20110419,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","1806 Rue Sainte-Catherine Ouest, Montréal, Québec",20120223,RESTAURANT ETOILES DES INDES ENR.,2000,9037-5155 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20150722,Restaurant,"45.4935383,-73.5792539"
1141,16102,20110419,"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.","1806 Rue Sainte-Catherine Ouest, Montréal, Québec",20120223,RESTAURANT ETOILES DES INDES ENR.,250,9037-5155 QUEBEC INC.,Montréal,Fermé changement d'exploitant,20150722,Restaurant,"45.4935383,-73.5792539"
8988,10512,20230120,"Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.","4931 Rue Beaubien Est, Montréal, Québec",20240119,SACHI SUSHI,1000,SUSHI SACHI INC.,Montréal,Ouvert,20100317,Restaurant service rapide,"45.5707582,-73.5728873"
3146,10512,20160210,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","4931 Rue Beaubien Est, Montréal, Québec",20161125,SACHI SUSHI,1250,SUSHI SACHI INC.,Montréal,Ouvert,20100317,Restaurant service rapide,"45.5707582,-73.5728873"
5709,6919,20180802,"Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.","3962 Boul. Saint-Laurent, Montréal, Québec",20201123,RESTAURANT ATMA,1100,6107664 CANADA INC.,Montréal,Fermé,20220606,Restaurant,"45.5166137,-73.5791529"
5132,66781,20180117,"Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.","6400 Rue Saint-Hubert, Montréal, Québec",20201123,LA QUEUE DE COCHON,1200,LA QUEUE DE COCHON INC.,Montréal,Ouvert,20120611,Charcuterie,"45.5358217,-73.602673"
